pop	dis	r2
palb	0	0.391358049105051
palb	1000	0.34784222221169
palb	2000	0.326629361226739
palb	3000	0.311743188383532
palb	4000	0.299655274332127
palb	5000	0.28980805295095
palb	6000	0.282333810056229
palb	7000	0.276475462476119
palb	8000	0.271574906136405
palb	9000	0.267417073090137
palb	10000	0.26342275107854
palb	11000	0.260446870230677
palb	12000	0.257631368854659
palb	13000	0.25500801583038
palb	14000	0.25270813036916
palb	15000	0.250552899320519
palb	16000	0.248580716474368
palb	17000	0.246702665849407
palb	18000	0.245051448504922
palb	19000	0.243281410040894
palb	20000	0.241574537591061
palb	21000	0.24034835998055
palb	22000	0.23915051129272
palb	23000	0.237584103594091
palb	24000	0.236603707723772
palb	25000	0.235080859949619
palb	26000	0.233685504057959
palb	27000	0.232779898634603
palb	28000	0.231778729666509
palb	29000	0.230670052809884
palb	30000	0.229637606625723
palb	31000	0.22898910718724
palb	32000	0.228179060056004
palb	33000	0.227129607510305
palb	34000	0.22610704801066
palb	35000	0.225283630489016
palb	36000	0.224286779924101
palb	37000	0.223284087159228
palb	38000	0.222656395809389
palb	39000	0.221457971666826
palb	40000	0.220032574286849
palb	41000	0.219305504742249
palb	42000	0.218838928382939
palb	43000	0.217881195767736
palb	44000	0.217217121295156
palb	45000	0.216402207799006
palb	46000	0.215884967137043
palb	47000	0.215338549630115
palb	48000	0.214584952543186
palb	49000	0.213807295901098
palb	50000	0.213137193741896
palb	51000	0.212453294275729
palb	52000	0.211963828308752
palb	53000	0.211733083391472
palb	54000	0.211346731500159
palb	55000	0.210554443557694
palb	56000	0.210011000671508
palb	57000	0.209416488843804
palb	58000	0.208610961371743
palb	59000	0.208575949322145
palb	60000	0.208016104214964
palb	61000	0.207433269807699
palb	62000	0.206866206352664
palb	63000	0.206202575047647
palb	64000	0.20577333472472
palb	65000	0.205004680473101
palb	66000	0.204555094836184
palb	67000	0.204093280758511
palb	68000	0.203811760899339
palb	69000	0.203105391841866
palb	70000	0.202754073618396
palb	71000	0.202252061490557
palb	72000	0.201894197433854
palb	73000	0.201484458932372
palb	74000	0.200894681418272
palb	75000	0.200224602246679
palb	76000	0.199536579721436
palb	77000	0.199021865014638
palb	78000	0.198568278214482
palb	79000	0.19829209866028
palb	80000	0.197850003332441
palb	81000	0.197414939603147
palb	82000	0.197181126217565
palb	83000	0.196639722756944
palb	84000	0.196101534694111
palb	85000	0.195701339621678
palb	86000	0.195600827982172
palb	87000	0.195115735565673
palb	88000	0.194712119089994
palb	89000	0.194572881065883
palb	90000	0.194204587998466
palb	91000	0.193725111405746
palb	92000	0.193574665353627
palb	93000	0.193308921048626
palb	94000	0.192617562491072
palb	95000	0.191936037330339
palb	96000	0.191670461263762
palb	97000	0.191210171438224
palb	98000	0.191001308509112
palb	99000	0.19098815291176
palb	100000	0.190979276626055
pdav	0	0.269459588682713
pdav	1000	0.242575457542011
pdav	2000	0.226151835361469
pdav	3000	0.213624750630995
pdav	4000	0.203790164530553
pdav	5000	0.195436658708734
pdav	6000	0.188872815425238
pdav	7000	0.183510116352472
pdav	8000	0.178981240823712
pdav	9000	0.175067942977343
pdav	10000	0.171705579528968
pdav	11000	0.168680899856798
pdav	12000	0.165981494720518
pdav	13000	0.163461663662294
pdav	14000	0.161365410416441
pdav	15000	0.159276774567878
pdav	16000	0.157384301816694
pdav	17000	0.155724167250264
pdav	18000	0.154093808590662
pdav	19000	0.152650791615011
pdav	20000	0.151220760330463
pdav	21000	0.14990155753574
pdav	22000	0.148647618825036
pdav	23000	0.147494281259825
pdav	24000	0.146527555871126
pdav	25000	0.145510532405141
pdav	26000	0.144621376269244
pdav	27000	0.143723516885025
pdav	28000	0.142791135932596
pdav	29000	0.141908165982141
pdav	30000	0.141101306016739
pdav	31000	0.140516626571545
pdav	32000	0.139919459192456
pdav	33000	0.139298204115283
pdav	34000	0.138622472529786
pdav	35000	0.138034046715327
pdav	36000	0.137460944641798
pdav	37000	0.136757563079202
pdav	38000	0.136134649723521
pdav	39000	0.13554883802066
pdav	40000	0.135111572946874
pdav	41000	0.134614704346186
pdav	42000	0.134110331469604
pdav	43000	0.133626879994709
pdav	44000	0.133239619697081
pdav	45000	0.13280237993177
pdav	46000	0.132415311057131
pdav	47000	0.131960228046594
pdav	48000	0.131555443541653
pdav	49000	0.131206174539676
pdav	50000	0.13090184097443
pdav	51000	0.130507516572444
pdav	52000	0.130037340137741
pdav	53000	0.129703675014488
pdav	54000	0.129356225924118
pdav	55000	0.129026529867101
pdav	56000	0.128659289645779
pdav	57000	0.128434068528271
pdav	58000	0.128352250328613
pdav	59000	0.128082797762102
pdav	60000	0.127808792145718
pdav	61000	0.127556270603305
pdav	62000	0.127353082975524
pdav	63000	0.126974277400106
pdav	64000	0.126701301834947
pdav	65000	0.126490594892483
pdav	66000	0.126222194146411
pdav	67000	0.126019405560917
pdav	68000	0.125861818923234
pdav	69000	0.125682105964727
pdav	70000	0.125506109523083
pdav	71000	0.125311959722835
pdav	72000	0.125228502004105
pdav	73000	0.125133582628792
pdav	74000	0.124836040064494
pdav	75000	0.124687592548624
pdav	76000	0.124530530317616
pdav	77000	0.124313175192924
pdav	78000	0.124169184409995
pdav	79000	0.124054213709596
pdav	80000	0.123911005783532
pdav	81000	0.123706061746105
pdav	82000	0.123566598887747
pdav	83000	0.123386718688148
pdav	84000	0.123212019607264
pdav	85000	0.123007445165896
pdav	86000	0.122744634245997
pdav	87000	0.122632240873757
pdav	88000	0.122454084419495
pdav	89000	0.122412761681443
pdav	90000	0.122320891075148
pdav	91000	0.122150824489166
pdav	92000	0.122026773943642
pdav	93000	0.121956136596511
pdav	94000	0.121954203796107
pdav	95000	0.121789636610568
pdav	96000	0.121631863466169
pdav	97000	0.121464663345482
pdav	98000	0.121244340552679
pdav	99000	0.121257814806577
pdav	100000	0.121216861812219
pgra	0	0.403307570178374
pgra	1000	0.371514256090866
pgra	2000	0.350261881446189
pgra	3000	0.332809552188379
pgra	4000	0.318476515205911
pgra	5000	0.304799173558424
pgra	6000	0.293312684014534
pgra	7000	0.283783384986721
pgra	8000	0.275214110158805
pgra	9000	0.268660358787031
pgra	10000	0.262442318958075
pgra	11000	0.257001422194678
pgra	12000	0.251975053726174
pgra	13000	0.247243306608793
pgra	14000	0.24279021498699
pgra	15000	0.238883614292549
pgra	16000	0.234842057044958
pgra	17000	0.231735963350101
pgra	18000	0.228509956524094
pgra	19000	0.2257528206516
pgra	20000	0.222631553859761
pgra	21000	0.220485420898642
pgra	22000	0.218662068472378
pgra	23000	0.216643878385058
pgra	24000	0.214734834031286
pgra	25000	0.213401271607497
pgra	26000	0.21127293512154
pgra	27000	0.20980589603766
pgra	28000	0.208040020794566
pgra	29000	0.20677185272524
pgra	30000	0.205611512304875
pgra	31000	0.204385049105181
pgra	32000	0.203136177676669
pgra	33000	0.20178271190617
pgra	34000	0.199826119199569
pgra	35000	0.198721946198466
pgra	36000	0.19777658615339
pgra	37000	0.196919653884727
pgra	38000	0.195863533081245
pgra	39000	0.195204508454354
pgra	40000	0.194506297320846
pgra	41000	0.193829535250535
pgra	42000	0.192711483131314
pgra	43000	0.191602303479457
pgra	44000	0.19133177072448
pgra	45000	0.190505498142636
pgra	46000	0.190120021415219
pgra	47000	0.189733253880398
pgra	48000	0.188757780145021
pgra	49000	0.188178809019378
pgra	50000	0.187704406743209
pgra	51000	0.187722746311066
pgra	52000	0.187123534207978
pgra	53000	0.186397893943638
pgra	54000	0.185255709260144
pgra	55000	0.184805089282494
pgra	56000	0.184112630809505
pgra	57000	0.1837251432496
pgra	58000	0.183135901734007
pgra	59000	0.182145649493651
pgra	60000	0.18206661225596
pgra	61000	0.181648470342081
pgra	62000	0.181446470232134
pgra	63000	0.180713757564115
pgra	64000	0.180266749081376
pgra	65000	0.179026266678348
pgra	66000	0.17818792499826
pgra	67000	0.178215305208552
pgra	68000	0.177976885431188
pgra	69000	0.176811692978231
pgra	70000	0.176630935273408
pgra	71000	0.176531110087966
pgra	72000	0.176252638784811
pgra	73000	0.175635574575155
pgra	74000	0.175449259022297
pgra	75000	0.174937190570885
pgra	76000	0.174744109167463
pgra	77000	0.17473017911988
pgra	78000	0.174414153319395
pgra	79000	0.173857731042284
pgra	80000	0.17375477601726
pgra	81000	0.174002195219877
pgra	82000	0.172938971800396
pgra	83000	0.172055698754648
pgra	84000	0.171822418241721
pgra	85000	0.171710686209449
pgra	86000	0.171891615272746
pgra	87000	0.171322408119015
pgra	88000	0.170818726648547
pgra	89000	0.170379653354749
pgra	90000	0.170236748126556
pgra	91000	0.169789534653435
pgra	92000	0.169587029330075
pgra	93000	0.169428572414449
pgra	94000	0.169400633615117
pgra	95000	0.168799068958456
pgra	96000	0.167915745993763
pgra	97000	0.168374767842305
pgra	98000	0.168738406977216
pgra	99000	0.168108263114135
pgra	100000	0.167681817506122
prot	0	0.384368613826292
prot	1000	0.351901051939671
prot	2000	0.328298898718613
prot	3000	0.309573024329988
prot	4000	0.294092613824111
prot	5000	0.279885971708465
prot	6000	0.26829785739087
prot	7000	0.258266899338893
prot	8000	0.249502819657716
prot	9000	0.241640949653772
prot	10000	0.234597560693366
prot	11000	0.228421750124058
prot	12000	0.222831830901567
prot	13000	0.217500213468024
prot	14000	0.212641425419353
prot	15000	0.207730996438892
prot	16000	0.203697568033069
prot	17000	0.199951574837193
prot	18000	0.196288460605116
prot	19000	0.192827101498816
prot	20000	0.189566410895472
prot	21000	0.186604920121355
prot	22000	0.183996601924653
prot	23000	0.181446125895739
prot	24000	0.178903787329001
prot	25000	0.176426073042324
prot	26000	0.17426793524195
prot	27000	0.171971085963224
prot	28000	0.170043993692972
prot	29000	0.168303208285422
prot	30000	0.166695905004746
prot	31000	0.165284119297838
prot	32000	0.163746356146241
prot	33000	0.162419412786098
prot	34000	0.160757538530031
prot	35000	0.15945546039597
prot	36000	0.158049918453842
prot	37000	0.156968157195007
prot	38000	0.155693628785423
prot	39000	0.154519203105499
prot	40000	0.153494991752196
prot	41000	0.15229295279112
prot	42000	0.151329240548975
prot	43000	0.150159327418688
prot	44000	0.149109758012489
prot	45000	0.148019366237397
prot	46000	0.147060238635032
prot	47000	0.145980593636796
prot	48000	0.145283105310707
prot	49000	0.144466834343299
prot	50000	0.143758151574048
prot	51000	0.143072721096759
prot	52000	0.142270329960155
prot	53000	0.141507415821182
prot	54000	0.140864054139061
prot	55000	0.140324509952303
prot	56000	0.139885086752947
prot	57000	0.139592916616287
prot	58000	0.138991899571385
prot	59000	0.138425306762262
prot	60000	0.138010943542318
prot	61000	0.13769660813411
prot	62000	0.137025119012371
prot	63000	0.136350238237947
prot	64000	0.135666265184235
prot	65000	0.13535899954385
prot	66000	0.135140080190252
prot	67000	0.134707752732122
prot	68000	0.134237613903216
prot	69000	0.133783172042534
prot	70000	0.133660206538236
prot	71000	0.133458778387198
prot	72000	0.133134024446703
prot	73000	0.132918991236346
prot	74000	0.13248611424735
prot	75000	0.132176328727822
prot	76000	0.131894521908799
prot	77000	0.131782952385894
prot	78000	0.131522077297952
prot	79000	0.131254478727301
prot	80000	0.130952387484149
prot	81000	0.130596757450578
prot	82000	0.130320675885204
prot	83000	0.129887817117391
prot	84000	0.129647816775187
prot	85000	0.129293921214715
prot	86000	0.128882136486932
prot	87000	0.128473193530599
prot	88000	0.128001703371901
prot	89000	0.127840466024507
prot	90000	0.127664280603857
prot	91000	0.127417111623481
prot	92000	0.12714558353666
prot	93000	0.1270108197836
prot	94000	0.12676999664915
prot	95000	0.126507538294819
prot	96000	0.12643834262569
prot	97000	0.126189398961095
prot	98000	0.126044101421446
prot	99000	0.125810294352383
prot	100000	0.125755060439428
ptma	0	0.297311857529729
ptma	1000	0.265937812152205
ptma	2000	0.246435199203242
ptma	3000	0.231934007916166
ptma	4000	0.220459477278597
ptma	5000	0.210874792451265
ptma	6000	0.203465666450065
ptma	7000	0.197719630948005
ptma	8000	0.192880860996563
ptma	9000	0.188686936291874
ptma	10000	0.185061938294145
ptma	11000	0.181978505535771
ptma	12000	0.179476075160382
ptma	13000	0.177216901385755
ptma	14000	0.175183385929567
ptma	15000	0.173260783884282
ptma	16000	0.171511880647512
ptma	17000	0.170103543596137
ptma	18000	0.168584415530572
ptma	19000	0.167280056585041
ptma	20000	0.166153367856569
ptma	21000	0.16520553242936
ptma	22000	0.164294624969647
ptma	23000	0.163387966539008
ptma	24000	0.162543448121275
ptma	25000	0.161832935696442
ptma	26000	0.161201894575174
ptma	27000	0.160506430187194
ptma	28000	0.159736291001448
ptma	29000	0.15915188484405
ptma	30000	0.158616324633333
ptma	31000	0.158020092391632
ptma	32000	0.15749531794014
ptma	33000	0.156899618535808
ptma	34000	0.156370224708413
ptma	35000	0.155806481541889
ptma	36000	0.155455907628864
ptma	37000	0.154874175680803
ptma	38000	0.154581811724878
ptma	39000	0.154060390001765
ptma	40000	0.153827763920298
ptma	41000	0.153455808345883
ptma	42000	0.153053504066883
ptma	43000	0.152705691628319
ptma	44000	0.152445001708285
ptma	45000	0.152159979970284
ptma	46000	0.151773593059132
ptma	47000	0.151647974708175
ptma	48000	0.15148855301277
ptma	49000	0.151287865270924
ptma	50000	0.151034200894535
ptma	51000	0.150809143114772
ptma	52000	0.150460326368023
ptma	53000	0.150168601109526
ptma	54000	0.149957521859934
ptma	55000	0.14972989647822
ptma	56000	0.149434277749764
ptma	57000	0.149207157535059
ptma	58000	0.14906493247011
ptma	59000	0.148814734182576
ptma	60000	0.148661441990743
ptma	61000	0.14816504081959
ptma	62000	0.147895988900004
ptma	63000	0.147614396406335
ptma	64000	0.147555402149396
ptma	65000	0.147372299198872
ptma	66000	0.147104278287374
ptma	67000	0.146851346685194
ptma	68000	0.146714299300931
ptma	69000	0.146518048940742
ptma	70000	0.146339531696516
ptma	71000	0.146103509075042
ptma	72000	0.145889651238278
ptma	73000	0.14581238154761
ptma	74000	0.145612426225866
ptma	75000	0.145380370803857
ptma	76000	0.145275073307432
ptma	77000	0.145154878489066
ptma	78000	0.145078017124441
ptma	79000	0.144693580516215
ptma	80000	0.144612822708022
ptma	81000	0.144439679450644
ptma	82000	0.144441220077017
ptma	83000	0.144283679104742
ptma	84000	0.144169096413498
ptma	85000	0.14389124861529
ptma	86000	0.143880139853006
ptma	87000	0.143915745701649
ptma	88000	0.143516402975639
ptma	89000	0.143303715927726
ptma	90000	0.143260062985549
ptma	91000	0.143119554837507
ptma	92000	0.142897969438482
ptma	93000	0.142957469710058
ptma	94000	0.142775068809123
ptma	95000	0.14269635798247
ptma	96000	0.142520300141768
ptma	97000	0.142525447924811
ptma	98000	0.14223857955039
ptma	99000	0.142187682594084
ptma	100000	0.142162216019255
ptmu	0	0.205551881436095
ptmu	1000	0.178843175352507
ptmu	2000	0.163887840060877
ptmu	3000	0.153568835047212
ptmu	4000	0.145612071124854
ptmu	5000	0.13946344839967
ptmu	6000	0.134886727202334
ptmu	7000	0.131312537000587
ptmu	8000	0.128505423682737
ptmu	9000	0.126243111817952
ptmu	10000	0.124348140374525
ptmu	11000	0.122729399683748
ptmu	12000	0.121387385432028
ptmu	13000	0.120198592235567
ptmu	14000	0.119133594549564
ptmu	15000	0.11813756318292
ptmu	16000	0.117271904704269
ptmu	17000	0.116603256093952
ptmu	18000	0.115960203496331
ptmu	19000	0.115454053874434
ptmu	20000	0.114957668406288
ptmu	21000	0.114496454131052
ptmu	22000	0.114161779815288
ptmu	23000	0.113739601337021
ptmu	24000	0.11334553435014
ptmu	25000	0.113080796921258
ptmu	26000	0.112678481464195
ptmu	27000	0.112371126274037
ptmu	28000	0.112089367238802
ptmu	29000	0.111922799066381
ptmu	30000	0.111728883281861
ptmu	31000	0.111638235846721
ptmu	32000	0.111405605837486
ptmu	33000	0.1112911056213
ptmu	34000	0.111073450702061
ptmu	35000	0.110944300453768
ptmu	36000	0.110791550120169
ptmu	37000	0.110607003556268
ptmu	38000	0.110346542583277
ptmu	39000	0.110242206908826
ptmu	40000	0.110141990825297
ptmu	41000	0.110018033607923
ptmu	42000	0.109968453188877
ptmu	43000	0.109849079195676
ptmu	44000	0.109817403916056
ptmu	45000	0.109805663450745
ptmu	46000	0.109691133207338
ptmu	47000	0.109695439092464
ptmu	48000	0.109555076779148
ptmu	49000	0.109415396092783
ptmu	50000	0.109394959905333
ptmu	51000	0.109386584441355
ptmu	52000	0.10933450450105
ptmu	53000	0.109276954693382
ptmu	54000	0.109165173102826
ptmu	55000	0.10917443248543
ptmu	56000	0.109244997015888
ptmu	57000	0.109161742131749
ptmu	58000	0.109158481960316
ptmu	59000	0.109133283089548
ptmu	60000	0.108924114288833
ptmu	61000	0.108932588979819
ptmu	62000	0.108889598169532
ptmu	63000	0.108881824181976
ptmu	64000	0.108839442123837
ptmu	65000	0.108872983943174
ptmu	66000	0.10880288206936
ptmu	67000	0.108819184344236
ptmu	68000	0.108765525919265
ptmu	69000	0.108748676793228
ptmu	70000	0.108719233603766
ptmu	71000	0.108734799260323
ptmu	72000	0.108724456077698
ptmu	73000	0.108794672844492
ptmu	74000	0.108663888776972
ptmu	75000	0.108588536995742
ptmu	76000	0.10852819102872
ptmu	77000	0.108536450998255
ptmu	78000	0.1085577503871
ptmu	79000	0.108454074873189
ptmu	80000	0.108413361680757
ptmu	81000	0.108370814856899
ptmu	82000	0.108323034392067
ptmu	83000	0.10829300243939
ptmu	84000	0.108291917403739
ptmu	85000	0.10818103245392
ptmu	86000	0.108157373199281
ptmu	87000	0.108161655586062
ptmu	88000	0.108140370578524
ptmu	89000	0.108144607691438
ptmu	90000	0.108142178876919
ptmu	91000	0.108143227299374
ptmu	92000	0.1080207822957
ptmu	93000	0.107997883096284
ptmu	94000	0.108023158959518
ptmu	95000	0.108112711214448
ptmu	96000	0.108170987124533
ptmu	97000	0.108162773433668
ptmu	98000	0.108066035020147
ptmu	99000	0.108022638860544
ptmu	100000	0.10807304023839
